key,en_EN,es_ES,gl_ES
phrase.dbloginerror,Error while trying to log in. Check that the information provided is correct.,Error al iniciar sesión en la base de datos. Compruebe que los parámetros sean los correctos.,Os parámetros proporcionados non son correctos.
